"city","lat","lng","country"
"Capitán Bado","-23.2673","-55.5388","Paraguay"
"Tosagua","-0.7800","-80.2600","Ecuador"
"Leatherhead","51.2950","-0.3290","United Kingdom"
"Ban Yang Hom","19.9222","100.3056","Thailand"
"Gracemere","-23.4391","150.4558","Australia"
"Bitritto","41.0500","16.8333","Italy"
"Burslem","53.0426","-2.1879","United Kingdom"
"Mărăşeşti","45.8800","27.2300","Romania"
"Clawson","42.5367","-83.1504","United States"
"Denkendorf","48.6958","9.3175","Germany"
"Cadolzburg","49.4500","10.8667","Germany"
"Worb","46.9306","7.5644","Switzerland"
"Sebt Bni Garfett","35.2500","-5.8333","Morocco"
"Ténenkou","14.4556","-4.9181","Mali"
"Snyder","32.7133","-100.9116","United States"
"Tāzhakudi","8.2348","77.4533","India"
"Norwell","42.1608","-70.8177","United States"
"Hipperholme","53.7258","-1.8120","United Kingdom"
"Edasseri","8.6654","76.8459","India"
"Janów Lubelski","50.7167","22.4167","Poland"
"Fountain Inn","34.6989","-82.2005","United States"
"Naryn","41.1328","72.0816","Kyrgyzstan"
"Dimmbal","14.0257","-3.6152","Mali"
"Zimna Voda","49.8222","23.9028","Ukraine"
"Arnprior","45.4333","-76.3500","Canada"
"Tudela","10.6360","124.4700","Philippines"
"Biganos","44.6450","-0.9772","France"
"Villa Purificación","19.5667","-104.3833","Mexico"
"Tournon-sur-Rhône","45.0681","4.8333","France"
"Honmachi","43.9167","144.6667","Japan"
"Selma","29.5866","-98.3132","United States"
"Ikhlāspur","25.0589","83.6083","India"
"Sabana Yegua","18.7167","-71.0167","Dominican Republic"
"Periya Soragai","11.7394","77.9170","India"
"Jem’at Oulad ’Abbou","33.1156","-7.9333","Morocco"
"Sebba","13.4333","0.5333","Burkina Faso"
"Lafrayta","31.9167","-7.2500","Morocco"
"Caldogno","45.6118","11.5076","Italy"
"Inhassoro","-21.5347","35.2022","Mozambique"
"Ichinohe","40.2129","141.2954","Japan"
"Estiva Gerbi","-22.2708","-46.9450","Brazil"
"Gualcince","14.1237","-88.5428","Honduras"
"Batemans Bay","-35.7081","150.1744","Australia"
"Caotan","36.2703","105.2033","China"
"Singura","24.7928","92.9510","India"
"Commune Sidi Youssef Ben Ahmed","33.7861","-4.8152","Morocco"
"Arslanbob","41.3382","72.9291","Kyrgyzstan"
"Panpuli","9.0214","77.2502","India"
"Teano","41.2500","14.0667","Italy"
"Getulina","-21.7986","-49.9286","Brazil"
"Willistown","40.0010","-75.4915","United States"
"Ravenna","41.1612","-81.2422","United States"
"Golfito","8.6526","-83.1733","Costa Rica"
"Drochtersen","53.7000","9.3833","Germany"
"Tikota","16.7600","75.6200","India"
"Antsambalahy","-14.7709","49.9586","Madagascar"
"Amatenango del Valle","16.5167","-92.4000","Mexico"
"Ban Kat","18.1764","97.9339","Thailand"
"Stamboliyski","42.1330","24.5330","Bulgaria"
"Meru","24.0097","85.4673","India"
"Anderson","40.4497","-122.2950","United States"
"Pedro de Toledo","-24.2750","-47.2328","Brazil"
"Limavady","55.0530","-6.9460","United Kingdom"
"Stanwell","51.4570","-0.4715","United Kingdom"
"Beldibi","36.8667","28.2667","Turkey"
"De Doorns","-33.4833","19.6833","South Africa"
"North Dundas","45.0833","-75.3500","Canada"
"Tramore","52.1589","-7.1464","Ireland"
"Derdara","35.1103","-5.2872","Morocco"
"Whitestown","39.9706","-86.3612","United States"
"Pipariya","25.2593","86.1149","India"
"Somavārappatti","10.6779","77.2131","India"
"Storm Lake","42.6431","-95.1960","United States"
"Kanhāipur","25.4542","85.8396","India"
"Biri","12.6700","124.3800","Philippines"
"Majanji","0.2408","33.9914","Uganda"
"Healdsburg","38.6224","-122.8651","United States"
"Caimanera","19.9908","-75.1520","Cuba"
"Bhilavadi","16.8586","74.3317","India"
"Seneffe","50.5167","4.2500","Belgium"
"Iskapālem","14.5416","79.8925","India"
"Riedlingen","48.1553","9.4728","Germany"
"Curimatá","-10.0358","-44.3058","Brazil"
"Coveñas","9.4167","-75.7000","Colombia"
"Astley","53.5008","-2.4454","United Kingdom"
"Fallersleben","52.4189","10.7169","Germany"
"Simeria","45.8500","23.0100","Romania"
"Riebeeckstad","-27.9188","26.8188","South Africa"
"Sinor","22.0000","73.3000","India"
"Asthal Bohar","28.8730","76.6420","India"
"Chornomorske","45.5019","32.7025","Ukraine"
"Caetano","-14.3378","-40.9100","Brazil"
"Samahuta","25.8542","84.6614","India"
"Burtonwood","53.4302","-2.6614","United Kingdom"
"Bānāvar","13.4167","76.1667","India"
"Trecastagni","37.6167","15.0833","Italy"
"Groton","42.6137","-71.5614","United States"
"Triangle","38.5483","-77.3195","United States"
"Hagen im Bremischen","53.3667","8.6500","Germany"
"Kūshk","32.6419","51.4997","Iran"
"Sīrpanandal","11.9741","79.0428","India"
"Prien am Chiemsee","47.8667","12.3333","Germany"
"Santa Cruz","-0.5333","-90.3500","Ecuador"
"Newport East","41.5159","-71.2878","United States"
"Montlouis-sur-Loire","47.3892","0.8281","France"
"Bara Belun","23.4007","87.9733","India"
"Isselburg","51.8331","6.4667","Germany"
"Largs","55.7950","-4.8700","United Kingdom"
"Zawyat Ahançal","31.8325","-6.1056","Morocco"
"Søgne","58.0942","7.7725","Norway"
"Beclean","47.1797","24.1797","Romania"
"Ventersburg","-28.0833","27.1333","South Africa"
"Ocean City","39.2681","-74.6020","United States"
"Wellesley","43.5500","-80.7167","Canada"
"Edd","13.9333","41.7000","Eritrea"
"Sosenskiy","54.0500","35.9667","Russia"
"Warfield","51.4420","-0.7370","United Kingdom"
"Boultham","53.2239","-0.5539","United Kingdom"
"Tāmba","17.0001","75.9934","India"
"Datiāna","25.4834","84.8628","India"
"Kovūrupalli","14.7772","79.9999","India"
"Sant’Ilario d’Enza","44.7519","10.4714","Italy"
"Niasso","13.2008","-5.0403","Mali"
"Oulad Rahmoun","32.3278","-6.5006","Morocco"
"Korb","48.8417","9.3611","Germany"
"Jādopur Shukul","26.5250","84.4341","India"
"Fredericksburg","30.2660","-98.8751","United States"
"Poko","3.1500","26.8833","Congo (Kinshasa)"
"Nārāyanavanam","13.4200","79.5800","India"
"El Playón","7.4767","-73.2081","Colombia"
"Kin","26.4561","127.9261","Japan"
"Roncador","-24.6028","-52.2750","Brazil"
"Bollullos de la Mitación","37.3333","-6.1333","Spain"
"Sajószentpéter","48.2169","20.7183","Hungary"
"Deodha","25.7815","86.1346","India"
"Prachatice","49.0131","13.9975","Czechia"
"Tetyushi","54.9333","48.8333","Russia"
"Lang Suan","9.9500","99.0667","Thailand"
"Satellite Beach","28.1782","-80.6019","United States"
"Pontchâteau","47.4300","-2.0830","France"
"Priolo Gargallo","37.1667","15.1833","Italy"
"Quebrangulo","-9.3189","-36.4711","Brazil"
"Klyetsk","53.0636","26.6372","Belarus"
"Bicske","47.4907","18.6363","Hungary"
"Taşova","40.7500","36.3167","Turkey"
"Farciennes","50.4314","4.5475","Belgium"
"Malkanūr","18.0821","79.3628","India"
"São João do Manhuaçu","-20.3939","-42.1508","Brazil"
"Scalea","39.8049","15.7969","Italy"
"Alburquerque","9.6104","123.9549","Philippines"
"Sahsaul","25.7024","86.7758","India"
"Waupun","43.6314","-88.7381","United States"
"Las Charcas","18.4500","-70.6200","Dominican Republic"
"Makhmālpur","25.2870","87.5469","India"
"Männedorf","47.2553","8.6917","Switzerland"
"Herbolzheim","48.2219","7.7775","Germany"
"Eranāpuram","11.5581","77.9893","India"
"Vasylkivka","48.2083","36.0294","Ukraine"
"Greasley","53.0200","-1.2700","United Kingdom"
"Retie","51.2658","5.0828","Belgium"
"Saint-Jean","43.6664","1.5058","France"
"La Roche-sur-Foron","46.0673","6.3113","France"
"Kpandae","8.4688","-0.0113","Ghana"
"Chintakunta","14.6476","78.4690","India"
"Bramhabarada","20.6683","86.0747","India"
"Bardīha Turki","25.8059","85.5441","India"
"Kariat Ben Aouda","34.7667","-5.9500","Morocco"
"Nyírbátor","47.8353","22.1300","Hungary"
"Attippattu","13.2633","80.2911","India"
"Gethaura","25.6879","87.7092","India"
"Kishunpur","25.3272","87.7173","India"
"Paimio","60.4500","22.7000","Finland"
"San Pablo Atlazalpan","19.2172","-98.9090","Mexico"
"Sankt Johann im Pongau","47.3500","13.2000","Austria"
"Pueblo Viejo","18.4000","-70.7667","Dominican Republic"
"Lavandevīl","38.3089","48.8703","Iran"
"Akjoujt","19.7470","-14.3910","Mauritania"
"Khera Kalān","28.7781","77.0988","India"
"Derbisek","41.5608","69.3378","Kazakhstan"
"Kourouma","11.0503","-6.0728","Mali"
"Beniaján","37.9833","-1.0667","Spain"
"Tentena","-1.7822","120.6494","Indonesia"
"Bora","23.6585","76.8112","India"
"Betânia","-8.2767","-38.0339","Brazil"
"Mineiros do Tietê","-22.4089","-48.4508","Brazil"
"Resende Costa","-20.9219","-44.2378","Brazil"
"Mountain Ash","51.6814","-3.3792","United Kingdom"
"Inzago","45.5333","9.4833","Italy"
"Senillosa","-39.0100","-68.4300","Argentina"
"Pasaco","13.9833","-90.2000","Guatemala"
"Moyuta","14.0333","-90.0833","Guatemala"
"Monteforte Irpino","40.8928","14.7194","Italy"
"Lansing","39.2428","-94.8972","United States"
"North Logan","41.7759","-111.8066","United States"
"Rahiār Kunchi","25.8627","86.0924","India"
"Anenecuilco","18.7781","-98.9850","Mexico"
"Crayford","51.4491","0.1812","United Kingdom"
"Pedersöre","63.6642","22.7006","Finland"
"Amarchinta","16.3740","77.7729","India"
"Jagdīshpur","26.1526","86.1146","India"
"Koog aan de Zaan","52.4667","4.8000","Netherlands"
"Aratuba","-4.4178","-39.0450","Brazil"
"Antônio Carlos","-27.5169","-48.7678","Brazil"
"Two Rivers","44.1565","-87.5824","United States"
"Cold Springs","39.6927","-119.9775","United States"
"Belauncha","26.2124","86.3554","India"
"Vaḩdattīyeh","29.4842","51.2319","Iran"
"Waldkirchen","48.7305","13.6011","Germany"
"Arta","11.5236","42.8472","Djibouti"
"Westwood","40.9878","-74.0308","United States"
"Tolimán","19.5333","-103.9000","Mexico"
"Djemmorah","35.0667","5.8333","Algeria"
"Amala","9.8590","76.8112","India"
"Kassa","14.7247","-3.0664","Mali"
"Bayou Blue","29.6341","-90.6733","United States"
"Castle Bromwich","52.5050","-1.7856","United Kingdom"
"Kaset Wisai","15.6556","103.5836","Thailand"
"Vanj","38.3731","71.4553","Tajikistan"
"Hamadānak","35.5422","51.1383","Iran"
"Tamazouzt","31.3833","-8.3833","Morocco"
"Kédougou","12.5556","-12.1807","Senegal"
"Miechów","50.3578","20.0325","Poland"
"Şaydā","32.6294","36.2263","Syria"
"Pinheiro Machado","-31.5778","-53.3808","Brazil"
"Chassieu","45.7450","4.9660","France"
"Mannarai","11.1172","77.3726","India"
"Sanzana","12.0958","-6.2053","Mali"
"Holíč","48.8122","17.1606","Slovakia"
"Nilo Peçanha","-13.5989","-39.1069","Brazil"
"Dhakaich","25.5835","84.1886","India"
"Talupula","14.2500","78.2667","India"
"Hambantota","6.1244","81.1253","Sri Lanka"
"Forestville","39.0711","-84.3389","United States"
"Rānti","26.3519","86.0932","India"
"Emba","48.8267","58.1442","Kazakhstan"
"González","22.8281","-98.4306","Mexico"
"Wustermark","52.5500","12.9500","Germany"
"Montechiarugolo","44.6934","10.4224","Italy"
"Nembro","45.7439","9.7594","Italy"
"Beni Ounif","32.0500","-1.2500","Algeria"
"Khargrām","24.0343","87.9853","India"
"Ifrane","33.5333","-5.1167","Morocco"
"Morgan City","29.7041","-91.1920","United States"
"Panazol","45.8397","1.3108","France"
"Tittachcheri","10.8674","79.7893","India"
"Kummarapurugupālem","16.3653","81.6192","India"
"Temamatla","19.2028","-98.8700","Mexico"
"Lathasepura","25.8131","85.7180","India"
"Carbonera","45.6833","12.2833","Italy"
"Ichikai","36.5500","140.1000","Japan"
"Guilherand","44.9353","4.8756","France"
"Brooklyn","41.4349","-81.7497","United States"
"Kavarna","43.4361","28.3394","Bulgaria"
"Bom Jesus","-28.6678","-50.4169","Brazil"
"Laukaria","26.7184","84.4242","India"
"Berriozar","42.8361","-1.6714","Spain"
"Westtown","39.9417","-75.5565","United States"
"Būdili","13.9353","77.7355","India"
"Tagami","37.6988","139.0580","Japan"
"Lommedalen","59.9500","10.4667","Norway"
"Kuvandyk","51.4667","57.3667","Russia"
"Lowes Island","39.0471","-77.3524","United States"
"Namli","23.4612","75.0604","India"
"Kalasa","13.2340","75.3553","India"
"Nelson","49.5000","-117.2833","Canada"
"Lloró","5.5000","-76.5333","Colombia"
"Sanjiaocheng","36.8908","100.9997","China"
"Eisenberg","50.9681","11.9014","Germany"
"Corbas","45.6600","4.9000","France"
"Canandaigua","42.8608","-77.3182","United States"
"Waipio","21.4143","-157.9966","United States"
"Valkeala","60.9389","26.7972","Finland"
"Sarāb-e Tāveh-ye ‘Olyā","30.5981","51.5761","Iran"
"Petal","31.3477","-89.2359","United States"
"Rutesheim","48.8097","8.9450","Germany"
"Borjomi","41.8417","43.3828","Georgia"
"Sirgora","22.2063","78.8832","India"
"Chamestān","36.4792","52.1194","Iran"
"Ladysmith","48.9975","-123.8203","Canada"
"Werther","52.0750","8.4125","Germany"
"Chikni","26.0075","86.7032","India"
"Faxinal dos Guedes","-26.8528","-52.2600","Brazil"
"Bhisho","-32.8494","27.4381","South Africa"
"Náfpaktos","38.3939","21.8306","Greece"
"Shahmīrzād","35.7700","53.3336","Iran"
"Kazarman","41.4045","74.0283","Kyrgyzstan"
"Mpraeso","6.5932","-0.7346","Ghana"
"Murska Sobota","46.6586","16.1619","Slovenia"
"Busumbala","13.3333","-16.6667","Gambia
"Siniscola","40.5743","9.6963","Italy"
"Agdz","30.6978","-6.4497","Morocco"
"Yermolino","55.2000","36.6000","Russia"
"’Aïn Tolba","35.2483","-1.2489","Algeria"
"Nambour","-26.6269","152.9591","Australia"
"Guntupalle","16.5680","80.5480","India"
"Damonojodi","18.7632","82.9194","India"
"Ārambākkam","13.5258","80.0710","India"
"Prineville","44.2985","-120.8607","United States"
"Pacoti","-4.2250","-38.9228","Brazil"
"Grand Rapids","47.2380","-93.5327","United States"
"Linslade","51.9243","-0.6774","United Kingdom"
"Collegedale","35.0526","-85.0488","United States"
"Eura","61.1333","22.1333","Finland"
"Bucheya","26.3421","84.6642","India"
"Barka Gaon","26.1440","84.6598","India"
"Mādala","16.3715","80.1198","India"
"Montopoli in Val d’Arno","43.6744","10.7503","Italy"
"Los Almácigos","19.4083","-71.4417","Dominican Republic"
"Fortuna","38.1789","-1.1233","Spain"
"Hernando","-32.4167","-63.7333","Argentina"
"North Branch","45.5137","-92.9601","United States"
"Capilla del Monte","-30.8500","-64.5167","Argentina"
"Armstrong","-32.7833","-61.6000","Argentina"
"Parbata","25.3164","86.7200","India"
"Malkhaid","17.1950","77.1608","India"
"Salaya","13.8020","100.3211","Thailand"
"Aurelino Leal","-14.3169","-39.3269","Brazil"
"Hinwil","47.3033","8.8444","Switzerland"
"Pūngulam","12.5727","78.7530","India"
"Harsinghpur","26.0504","86.2180","India"
"Kawadgaon","17.9100","77.5300","India"
"Baryshivka","50.3539","31.3167","Ukraine"
"Chikkārampālaiyam","11.2416","76.9854","India"
"Barbadanes","42.3003","-7.9064","Spain"
"Surazh","53.0167","32.3833","Russia"
"Monmouth","44.8505","-123.2284","United States"
"Moreira Sales","-24.0619","-53.0069","Brazil"
"Leek","53.1616","6.3847","Netherlands"
"Mhangura","-16.9000","30.1500","Zimbabwe"
"Pia","42.7458","2.9217","France"
"Arvand Kenār","29.9789","48.5206","Iran"
"Arvand Kenār","29.9786","48.5189","Iran"
"Góra","51.6667","16.5500","Poland"
"Hoeilaart","50.7667","4.4667","Belgium"
"Grobbendonk","51.1919","4.7386","Belgium"
"Belzig","52.1422","12.5956","Germany"
"Seringueiras","-11.7981","-63.0311","Brazil"
"Kuzuculu","36.8833","36.2333","Turkey"
"Coldstream","50.2200","-119.2481","Canada"
"Galbois","36.2000","4.4900","Algeria"
"Stonehaven","56.9640","-2.2110","United Kingdom"
"Potukonda","17.2708","81.7540","India"
"Timberlane","29.8781","-90.0303","United States"
"Romanshorn","47.5635","9.3564","Switzerland"
"Braunfels","50.5167","8.3833","Germany"
"Schöningen","52.1333","10.9500","Germany"
"Nāgalāpuram","13.3889","79.7967","India"
"Hormigueros","18.1437","-67.1199","Puerto Rico"
"Rasaunk","25.5537","86.5117","India"
"Penne","42.4500","13.9167","Italy"
"Douar Ain Maatouf","34.4352","-4.5566","Morocco"
"Palukudoddi","15.8504","77.6753","India"
"Marginea","47.8167","25.8333","Romania"
"Târgu Lăpuş","47.4525","23.8631","Romania"
"Stansbury Park","40.6356","-112.3054","United States"
"San José de Aerocuar","10.6027","-63.3273","Venezuela"
"Wanaque","41.0440","-74.2900","United States"
"Kumbadāje","12.5667","75.1000","India"
"Margherita di Savoia","41.3667","16.1500","Italy"
"Säter","60.3500","15.7500","Sweden"
"Baranivka","50.3000","27.6667","Ukraine"
"Creazzo","45.5333","11.4833","Italy"
"Vosselaar","51.3081","4.8883","Belgium"
"Capela de Santana","-29.7000","-51.3250","Brazil"
"Padre Burgos","10.0300","125.0200","Philippines"
"Gloucester Point","37.2767","-76.5043","United States"
"Areiópolis","-22.6681","-48.6650","Brazil"
"Dorking","51.2325","-0.3306","United Kingdom"
"Cacequi","-29.8839","-54.8250","Brazil"
"Bernardino de Campos","-23.0131","-49.4742","Brazil"
"Prymorsk","46.7333","36.3500","Ukraine"
"Honiton","50.8000","-3.1900","United Kingdom"
"Sada","-12.8511","45.0997","Mayotte"
"Fairview","42.0261","-80.2361","United States"
"Gerasdorf bei Wien","48.2950","16.4675","Austria"
"Domažlice","49.4406","12.9272","Czechia"
"Mangalmé","12.3547","19.6139","Chad"
"Urbana","40.1085","-83.7541","United States"
"North Lindenhurst","40.7072","-73.3859","United States"
"Tambaga","12.9667","-9.8667","Mali"
"Rincon","32.2947","-81.2353","United States"
"Uničov","49.7708","17.1214","Czechia"
"Aylestone","52.6040","-1.1540","United Kingdom"
"Bhandārso","26.1780","86.1415","India"
"Baley","51.6000","116.6333","Russia"
"Zaragoza","28.4869","-100.9175","Mexico"
"Dachne","46.5775","30.5489","Ukraine"
"Aukštieji Paneriai","54.6262","25.1810","Lithuania"
"Taylorville","39.5328","-89.2804","United States"
"Somnāha","25.9518","85.7042","India"
"Hauterive","49.1833","-68.2667","Canada"
"Antônio Cardoso","-12.4350","-39.1200","Brazil"
"Finale Ligure","44.1691","8.3435","Italy"
"Begogo","-23.4866","46.7147","Madagascar"
"Planura","-20.1378","-48.7019","Brazil"
"Bailin","33.4850","105.0034","China"
"Mortugaba","-15.0228","-42.3678","Brazil"
"Sihaul","25.9405","86.5120","India"
"Sonbāri","24.2286","80.7902","India"
"Progress","40.2901","-76.8394","United States"
"Okhargara","24.2141","83.7856","India"
"Mayūreswar","23.9908","87.7647","India"
"Cesson","48.5633","2.6053","France"
"Atru","24.8100","76.6300","India"
"Pulsano","40.3842","17.3547","Italy"
"Cerese","45.1167","10.7833","Italy"
"Dorridge","52.3720","-1.7554","United Kingdom"
"Olaippatti","11.7676","77.9927","India"
"Elwood","40.8462","-73.3389","United States"
"Hexham","54.9710","-2.1010","United Kingdom"
"Cisternino","40.7500","17.4167","Italy"
"Lloyd","41.7286","-73.9961","United States"
"Feldkirchen-Westerham","47.9000","11.8500","Germany"
"Saādatpur Aguāni","25.2830","86.7412","India"
"Enfida","36.1353","10.3808","Tunisia"
"Warren","41.7282","-71.2629","United States"
"Novska","45.3333","16.9833","Croatia"
"Banagi","13.6100","75.5300","India"
"Bālehonnūr","13.3500","75.4600","India"
"Oberwil","47.5135","7.5546","Switzerland"
"Pongalūr","10.9654","77.3720","India"
"Kīlkottai","10.2861","77.9160","India"
"Écaussinnes-Lalaing","50.5667","4.1833","Belgium"
"Kanamadi","16.9291","75.3807","India"
"Udawantnagar","25.5054","84.6216","India"
"Fīnch’a’ā","9.9000","37.4500","Ethiopia"
"Murapāka","18.2282","83.7926","India"
"Kurman","45.4947","34.2947","Ukraine"
"Evington","52.6280","-1.0740","United Kingdom"
"Achankovil","8.9667","77.1431","India"
"Ambinanin’i Sakaleona","-20.5399","48.5487","Madagascar"
"Sheron","30.1582","75.7178","India"
"Jamapa","19.0411","-96.2411","Mexico"
"Kowdalli","12.0670","77.4438","India"
"Valmadrera","45.8463","9.3582","Italy"
"Iazizatene","35.2544","-3.1150","Morocco"
"Palmerston","53.3628","-6.3656","Ireland"
"Kumharsan","25.6421","86.1971","India"
"Amdel","31.5617","-8.8944","Morocco"
"Fagersta","60.0000","15.7833","Sweden"
"De Panne","51.1000","2.5833","Belgium"
"Brugg","47.4864","8.2083","Switzerland"
"Quintanar de la Orden","39.5906","-3.0428","Spain"
"Itanhomi","-19.1719","-41.8650","Brazil"
"Bannewitz","50.9931","13.7167","Germany"
"Panhar","25.0936","85.2176","India"
"Travilah","39.0570","-77.2470","United States"
"Kiskunmajsa","46.4922","19.7367","Hungary"
"Svitlodarsk","48.4333","38.2167","Ukraine"
"Trofaiach","47.4260","15.0067","Austria"
"Raksaha","25.4444","83.6873","India"
"Le Luc","43.3956","6.3133","France"
"Hellesdon","52.6485","1.2509","United Kingdom"
"Sultānpur","25.6214","85.4637","India"
"Camisano Vicentino","45.5167","11.7167","Italy"
"Kriftel","50.0833","8.4500","Germany"
"Kachnār","25.9699","84.3589","India"
"Mortād","18.8167","78.4833","India"
"Congaz","46.1092","28.6044","Moldova"
"Shahrinav","38.5667","68.3333","Tajikistan"
"Gradiška","45.1458","17.2539","Bosnia and Herzegovina"
"Puerto Caicedo","0.6850","-76.6044","Colombia"
"Langeloop","-25.6840","31.6350","South Africa"
"Hillsborough","37.5572","-122.3586","United States"
"São José do Campestre","-6.3158","-35.7139","Brazil"
"Nandayure","9.9014","-85.3036","Costa Rica"
"Saint-Saulve","50.3700","3.5550","France"
"Nawalpur","26.9366","84.2985","India"
"Morant Bay","17.8819","-76.4074","Jamaica"
"Matsuo","35.6330","140.4670","Japan"
"Candelaria","18.1835","-91.0463","Mexico"
"Aït Hani","31.7483","-5.5735","Morocco"
"Bol","13.4600","14.7400","Chad"
"Beşiri","37.9210","41.2920","Turkey"
"Burr Ridge","41.7485","-87.9200","United States"
"Iuiú","-14.4139","-43.5539","Brazil"
"Bátonyterenye","47.9892","19.8286","Hungary"
"Ýpsonas","34.6894","32.9614","Cyprus"
"Ar Rommani","33.5333","-6.6167","Morocco"
"Haysville","37.5648","-97.3527","United States"
"Millington","35.3350","-89.8991","United States"
"Kāttupputtūr","10.9833","78.2333","India"
"Del Aire","33.9167","-118.3693","United States"
"Phulgāchhi","26.3653","87.9399","India"
"Oporapa","2.0500","-75.9667","Colombia"
"Union Park","28.5657","-81.2355","United States"
"Salcedo","17.1517","120.5361","Philippines"
"Alto Parnaíba","-9.1108","-45.9300","Brazil"
"Ikkādu","13.1724","79.9358","India"
"Peri-Mirim","-2.5778","-44.8539","Brazil"
"Balve","51.3333","7.8667","Germany"
"Caorle","45.6003","12.8876","Italy"
"Vila Frescainha","41.5385","-8.6397","Portugal"
"Tha Chang","9.2642","99.1922","Thailand"
"An Phú","10.8500","105.0833","Vietnam"
"Marilândia","-19.4128","-40.5417","Brazil"
"Sorontona","13.0678","-4.9083","Mali"
"Firoza","28.7500","70.8167","Pakistan"
"Canyon Lake","33.6885","-117.2621","United States"
"Yamanouchi","36.7446","138.4127","Japan"
"Comarnic","45.2511","25.6353","Romania"
"East Hanover","40.8192","-74.3638","United States"
"Mierlo","51.4500","5.6167","Netherlands"
"Yarovoye","52.9333","78.5833","Russia"
"Narimanov","46.6833","47.8500","Russia"
"Pleasant View","41.3249","-112.0011","United States"
"’Aïn Taghrout","36.1289","5.0767","Algeria"
"Ollerton","53.2000","-1.0200","United Kingdom"
"Myronivka","49.6500","30.9833","Ukraine"
"Birch Bay","48.9243","-122.7519","United States"
"Chã da Alegria","-8.0008","-35.2133","Brazil"
"Hatwāns","22.7683","78.3464","India"
"Kārīz","34.8117","60.8239","Iran"
"San Bernardo","-27.2667","-60.7000","Argentina"
"Castelvetro di Modena","44.5067","10.9472","Italy"
"Chuguyevka","44.1667","133.8583","Russia"
"Capitão de Campos","-4.4569","-41.9439","Brazil"
"Yemanzhelinsk","54.7667","61.3333","Russia"
"Sol’-Iletsk","51.1667","55.0000","Russia"
"Wyomissing","40.3317","-75.9703","United States"
"Georgian Bluffs","44.6500","-81.0333","Canada"
"Oud-Heverlee","50.8371","4.6639","Belgium"
"Bargas","39.9400","-4.0194","Spain"
"Nāgojanahalli","12.3570","78.2886","India"
"Parapuã","-21.7681","-50.7717","Brazil"
"Duggirāla","16.3271","80.6280","India"
"Alashankou","45.1733","82.5546","China"
"Ararendá","-4.7528","-40.8328","Brazil"
"Gucheng","34.4545","105.2064","China"
"Antônio Carlos","-21.3178","-43.7469","Brazil"
"Ksar Sbahi","36.0833","7.2500","Algeria"
"Yargatti","15.9667","75.0167","India"
"Bishunpur","24.7631","85.6820","India"
"Illintsi","49.1056","29.2089","Ukraine"
"Potosí","11.5000","-85.8833","Nicaragua"
"Melsele","51.2209","4.2815","Belgium"
"Calçado","-8.7419","-36.3339","Brazil"
"Bhattiprolu","16.1026","80.7807","India"
"Bang Ban","14.3739","100.4853","Thailand"
"Panguipulli","-39.6444","-72.3306","Chile"
"Wulingshancun","40.6415","117.4996","China"
"Ban Wang Daeng","17.4790","100.1247","Thailand"
"Guebwiller","47.9083","7.2108","France"
"Terku Valliyūr","8.3570","77.6087","India"
"San Luis de La Loma","17.2714","-100.8911","Mexico"
"Si Wilai","18.1819","103.7479","Thailand"
"Kall","50.5500","6.5500","Germany"
"Planegg","48.1047","11.4306","Germany"
"Céu Azul","-25.1469","-53.8489","Brazil"
"Cide","41.8922","33.0044","Turkey"
"El Trébol","-32.1833","-61.7167","Argentina"
"Divinolândia","-21.6614","-46.7392","Brazil"
"Gachetá","4.8176","-73.6360","Colombia"
"Meßstetten","48.1806","8.9625","Germany"
"Bagamanoc","13.9408","124.2888","Philippines"
"Abbeville","29.9751","-92.1265","United States"
"Middle Island","40.8857","-72.9454","United States"
"Juruaia","-21.2528","-46.5769","Brazil"
"Congonhal","-22.1528","-46.0389","Brazil"
"Şā’īn Qal‘eh","36.3044","49.0722","Iran"
"Rāmanāyakkanpālaiyam","11.6291","78.5624","India"
"Belén de los Andaquíes","1.4161","-75.8725","Colombia"
"Pāta Ellamilli","16.8473","81.4884","India"
"Tādepalle","16.8473","81.4884","India"
"Moorslede","50.8833","3.0667","Belgium"
"Ráckeve","47.1608","18.9456","Hungary"
"Paullo","45.4167","9.4000","Italy"
"Piazzola sul Brenta","45.5333","11.7667","Italy"
"Konnūr","15.8595","75.4955","India"
"Pirapetinga","-21.6558","-42.3458","Brazil"
"Sturgis","41.7991","-85.4184","United States"
"Erstein","48.4200","7.6600","France"
"Basaithi","26.0284","87.3329","India"
"Leicester","42.2400","-71.9120","United States"
"Wen’anyi","36.8658","110.0553","China"
"Río Cuarto","10.4076","-84.2135","Costa Rica"
"Arenzano","44.4035","8.6827","Italy"
"Lālsaraia","26.7388","84.6607","India"
"Dayālpur","26.0511","84.5968","India"
"Karebilachi","14.1449","75.9032","India"
"Berane","42.8400","19.8600","Montenegro"
"Spout Springs","35.2724","-79.0331","United States"
"Codigoro","44.8333","12.1167","Italy"
"Lower Saucon","40.5881","-75.3188","United States"
"Nossa Senhora dos Milagres","-12.8700","-39.8589","Brazil"
"Kenzingen","48.1917","7.7683","Germany"
"Hebri","13.4667","74.9833","India"
"Elchūru","16.0813","79.9269","India"
"Asahi","35.0333","136.6667","Japan"
"Niémasson","10.3078","2.0378","Benin"
"Rio Novo do Sul","-20.8628","-40.9358","Brazil"
"El Águila","4.9167","-76.0833","Colombia"
